order_id,order_timestamp,channel,customer_id,server_id,party_size,table_no,promo_code,discount_amount,subtotal,tax,tip,delivery_fee,total,payment_method
101277,2026-02-14 19:38:20,Takeout,771.0,,,,,0.0,14.26,1.14,0.0,0.0,15.4,Card
101278,2026-02-06 20:47:22,Dine-In,2.0,1.0,3.0,11.0,WEEKEND7,0.0,23.29,1.86,4.01,0.0,29.16,Google Pay
101279,2026-02-16 19:59:21,Dine-In,366.0,32.0,3.0,8.0,,0.0,108.97,8.72,16.78,0.0,134.47,Apple Pay
101280,2026-02-22 19:24:29,Takeout,,,,,,0.0,43.68,3.49,0.0,0.0,47.17,Apple Pay
101281,2026-02-28 11:00:17,Dine-In,659.0,16.0,4.0,37.0,,0.0,37.07,2.97,5.79,0.0,45.83,Cash
101282,2026-02-01 12:18:00,Delivery,552.0,,,,VALENTINE,6.38,63.78,4.59,0.0,4.38,66.37,Card
101283,2026-02-28 19:37:01,Dine-In,434.0,33.0,3.0,23.0,,0.0,73.58,5.89,15.46,0.0,94.93,Card
101284,2026-02-18 18:36:08,Dine-In,348.0,33.0,2.0,8.0,,0.0,16.07,1.29,3.4,0.0,20.76,Card
101285,2026-02-20 20:39:24,Dine-In,,13.0,4.0,13.0,,0.0,48.86,3.91,8.04,0.0,60.81,Card
101286,2026-02-28 11:41:25,Takeout,,,,,,0.0,35.4,2.83,5.19,0.0,43.42,Card
101287,2026-02-07 20:20:43,Takeout,151.0,,,,,0.0,154.23,12.34,0.0,0.0,166.57,Card
101288,2026-02-17 19:34:53,Delivery,,,,,LUNCH5,5.0,60.31,4.42,0.0,4.36,64.09,Card
101289,2026-02-16 19:37:45,Dine-In,,22.0,2.0,1.0,,0.0,50.85,4.07,10.73,0.0,65.65,Card
101290,2026-02-19 13:36:12,Dine-In,750.0,33.0,7.0,18.0,LUNCH5,5.0,50.33,3.63,9.01,0.0,57.97,Card
101291,2026-02-14 22:50:17,Takeout,677.0,,,,SUPERBOWL,7.03,46.87,3.19,0.0,0.0,43.03,Card
101292,2026-02-02 13:13:19,Delivery,,,,,,0.0,41.29,3.3,0.0,3.19,47.78,Card
101293,2026-02-15 20:32:40,Dine-In,,7.0,4.0,33.0,LUNCH5,5.0,34.64,2.37,6.22,0.0,38.23,Cash
101294,2026-02-05 13:30:44,Delivery,142.0,,,,LUNCH5,5.0,28.97,1.92,0.0,3.79,29.68,Card
101295,2026-02-14 19:27:24,Dine-In,604.0,21.0,5.0,37.0,LUNCH5,5.0,20.62,1.25,2.92,0.0,19.79,Card
101296,2026-02-23 21:52:30,Takeout,258.0,,,,FAMILY15,5.04,41.98,2.96,0.0,0.0,39.9,Card
101297,2026-02-11 13:17:33,Dine-In,148.0,33.0,3.0,20.0,,0.0,81.28,6.5,13.65,0.0,101.43,Card
101298,2026-02-25 14:37:02,Dine-In,57.0,6.0,2.0,35.0,,0.0,37.3,2.98,5.68,0.0,45.96,Card
101299,2026-02-09 11:09:18,Dine-In,77.0,26.0,2.0,27.0,,0.0,66.42,5.31,10.29,0.0,82.02,Card
101300,2026-02-13 18:40:13,Delivery,589.0,,,,,0.0,38.58,3.09,0.0,5.04,46.71,Google Pay
101301,2026-02-20 18:28:47,Takeout,753.0,,,,VALENTINE,4.71,47.07,3.39,3.95,0.0,49.7,Apple Pay
101302,2026-02-24 16:37:29,Dine-In,621.0,31.0,6.0,4.0,WELCOME10,1.54,15.35,1.1,2.6,0.0,17.51,Gift Card
101303,2026-02-09 19:26:00,Dine-In,132.0,30.0,2.0,24.0,,0.0,30.66,2.45,4.34,0.0,37.45,Cash
101304,2026-02-17 22:22:02,Dine-In,135.0,19.0,2.0,21.0,FAMILY15,5.92,49.3,3.47,8.49,0.0,55.34,Apple Pay
101305,2026-02-02 13:23:10,Dine-In,195.0,19.0,4.0,23.0,,0.0,59.42,4.75,11.51,0.0,75.68,Card
101306,2026-02-06 10:37:40,Delivery,477.0,,,,,0.0,50.58,4.05,0.0,3.06,57.69,Card
101307,2026-02-14 11:12:21,Takeout,133.0,,,,VALENTINE,8.0,88.33,6.43,11.55,0.0,98.31,Card
101308,2026-02-12 14:21:57,Takeout,791.0,,,,FAMILY15,4.4,36.66,2.58,0.0,0.0,34.84,Card
101309,2026-02-07 10:10:30,Takeout,,,,,,0.0,175.5,14.04,0.0,0.0,189.54,Card
101310,2026-02-14 20:26:18,Delivery,758.0,,,,LUNCH5,0.0,7.89,0.63,0.0,5.11,13.63,Apple Pay
101311,2026-02-21 13:31:17,Delivery,258.0,,,,,0.0,99.04,7.92,0.0,4.38,111.34,Card
101312,2026-02-27 21:25:45,Dine-In,521.0,21.0,1.0,33.0,,0.0,89.72,7.18,19.36,0.0,116.26,Google Pay
101313,2026-02-26 13:30:23,Takeout,170.0,,,,,0.0,39.45,3.16,0.0,0.0,42.61,Card
101314,2026-02-13 20:24:04,Dine-In,,27.0,2.0,30.0,,0.0,42.82,3.43,6.68,0.0,52.93,Cash
101315,2026-02-11 18:55:20,Takeout,656.0,,,,,0.0,61.53,4.92,5.25,0.0,71.7,Google Pay
101316,2026-02-18 20:36:14,Dine-In,72.0,27.0,2.0,28.0,,0.0,34.24,2.74,4.79,0.0,41.77,Card
101317,2026-02-05 20:48:42,Dine-In,654.0,10.0,2.0,6.0,,0.0,59.47,4.76,11.04,0.0,75.27,Cash
101318,2026-02-12 19:59:28,Dine-In,442.0,20.0,8.0,25.0,,0.0,44.34,3.55,6.77,0.0,54.66,Card
101319,2026-02-10 18:35:10,Takeout,,,,,LUNCH5,0.0,16.11,1.29,0.0,0.0,17.4,Card
101320,2026-02-08 20:15:45,Takeout,57.0,,,,,0.0,70.37,5.63,0.0,0.0,76.0,Card
101321,2026-02-01 13:39:32,Dine-In,,33.0,2.0,34.0,SUPERBOWL,7.54,50.3,3.42,6.67,0.0,52.85,Card
101322,2026-02-13 19:24:42,Dine-In,,4.0,8.0,15.0,,0.0,60.63,4.85,10.27,0.0,75.75,Gift Card
101323,2026-02-07 21:35:51,Dine-In,29.0,11.0,1.0,14.0,,0.0,43.13,3.45,9.18,0.0,55.76,Card
101324,2026-02-23 18:32:43,Dine-In,5.0,5.0,4.0,12.0,,0.0,19.18,1.53,3.12,0.0,23.83,Card
101325,2026-02-24 12:28:54,Delivery,792.0,,,,,0.0,26.36,2.11,0.0,4.74,33.21,Gift Card
101326,2026-02-21 21:24:55,Dine-In,,14.0,2.0,19.0,,0.0,88.17,7.05,14.57,0.0,109.79,Card
101327,2026-02-05 21:57:02,Delivery,639.0,,,,,0.0,17.21,1.38,0.0,4.69,23.28,Card
101328,2026-02-24 12:32:24,Takeout,384.0,,,,,0.0,76.85,6.15,0.0,0.0,83.0,Card
101329,2026-02-21 12:52:10,Delivery,28.0,,,,,0.0,8.77,0.7,0.0,4.29,13.76,Google Pay
101330,2026-02-22 19:23:26,Takeout,,,,,FAMILY15,1.6,13.32,0.94,0.0,0.0,12.66,Card
101331,2026-02-07 09:10:02,Takeout,495.0,,,,,0.0,91.42,7.31,0.0,0.0,98.73,Card
101332,2026-02-08 13:16:31,Dine-In,,15.0,3.0,28.0,,0.0,33.94,2.72,5.8,0.0,42.46,Card
101333,2026-02-21 08:31:57,Dine-In,610.0,11.0,8.0,16.0,,0.0,106.04,8.48,15.94,0.0,130.46,Card
101334,2026-02-02 18:25:40,Takeout,487.0,,,,,0.0,66.63,5.33,0.0,0.0,71.96,Card
101335,2026-02-23 15:42:38,Dine-In,83.0,20.0,7.0,35.0,LUNCH5,5.0,61.67,4.53,9.35,0.0,70.55,Card
101336,2026-02-02 20:40:51,Dine-In,569.0,10.0,1.0,23.0,FAMILY15,13.25,110.44,7.78,13.51,0.0,118.48,Card
101337,2026-02-10 16:43:40,Dine-In,628.0,17.0,2.0,33.0,,0.0,29.45,2.36,4.47,0.0,36.28,Cash
101338,2026-02-22 13:18:45,Dine-In,567.0,5.0,2.0,30.0,,0.0,55.24,4.42,6.94,0.0,66.6,Card
101339,2026-02-13 12:31:44,Delivery,408.0,,,,FAMILY15,7.41,61.73,4.35,0.0,3.57,62.24,Card
101340,2026-02-08 13:23:23,Takeout,669.0,,,,,0.0,61.41,4.91,0.0,0.0,66.32,Card
101341,2026-02-11 17:30:39,Dine-In,503.0,27.0,4.0,12.0,,0.0,86.89,6.95,11.46,0.0,105.3,Card
101342,2026-02-28 11:20:33,Dine-In,583.0,18.0,2.0,16.0,,0.0,9.75,0.78,1.89,0.0,12.42,Gift Card
101343,2026-02-01 17:36:19,Delivery,490.0,,,,,0.0,11.91,0.95,0.0,5.75,18.61,Card
101344,2026-02-01 14:47:37,Dine-In,610.0,2.0,4.0,16.0,,0.0,45.36,3.63,5.91,0.0,54.9,Google Pay
101345,2026-02-09 12:41:12,Dine-In,261.0,3.0,4.0,12.0,FAMILY15,7.37,61.38,4.32,9.82,0.0,68.15,Cash
101346,2026-02-18 19:30:56,Dine-In,,3.0,4.0,19.0,,0.0,14.47,1.16,2.96,0.0,18.59,Google Pay
101347,2026-02-02 22:37:23,Dine-In,,21.0,4.0,39.0,LUNCH5,0.0,13.43,1.07,2.29,0.0,16.79,Card
101348,2026-02-01 13:14:30,Takeout,616.0,,,,WELCOME10,6.62,66.19,4.77,0.0,0.0,64.34,Card
101349,2026-02-22 19:30:15,Dine-In,,28.0,6.0,34.0,SUPERBOWL,5.0,33.36,2.27,4.52,0.0,35.15,Google Pay
101350,2026-02-09 11:31:10,Dine-In,133.0,6.0,2.0,9.0,WEEKEND7,7.0,50.52,3.48,7.86,0.0,54.86,Card
101351,2026-02-12 12:36:15,Dine-In,,30.0,7.0,22.0,VALENTINE,3.26,32.58,2.35,5.79,0.0,37.46,Card
101352,2026-02-26 16:55:16,Takeout,,,,,,0.0,71.04,5.68,0.0,0.0,76.72,Card
101353,2026-02-22 20:39:54,Dine-In,577.0,12.0,4.0,28.0,,0.0,48.31,3.86,8.29,0.0,60.46,Card
101354,2026-02-13 10:16:48,Dine-In,,6.0,2.0,27.0,,0.0,47.45,3.8,6.03,0.0,57.28,Card
101355,2026-02-13 12:27:09,Dine-In,418.0,16.0,1.0,34.0,WEEKEND7,7.0,72.31,5.22,8.27,0.0,78.8,Card
101356,2026-02-26 14:15:12,Delivery,,,,,,0.0,42.88,3.43,0.0,3.04,49.35,Card
101357,2026-02-07 12:46:58,Takeout,163.0,,,,,0.0,53.59,4.29,4.55,0.0,62.43,Card
101358,2026-02-26 12:43:39,Dine-In,791.0,17.0,4.0,8.0,,0.0,27.71,2.22,5.35,0.0,35.28,Card
101359,2026-02-20 12:20:56,Dine-In,72.0,24.0,2.0,34.0,,0.0,26.07,2.09,5.0,0.0,33.16,Card
101360,2026-02-28 19:22:30,Dine-In,,7.0,6.0,27.0,,0.0,130.41,10.43,25.67,0.0,166.51,Card
101361,2026-02-15 17:56:33,Delivery,87.0,,,,,0.0,26.85,2.15,0.0,5.11,34.11,Card
101362,2026-02-09 19:23:19,Dine-In,599.0,21.0,1.0,17.0,FAMILY15,3.12,26.02,1.83,4.7,0.0,29.43,Card
101363,2026-02-14 13:20:16,Dine-In,,1.0,3.0,31.0,SUPERBOWL,12.0,91.87,6.39,15.16,0.0,101.42,Card
101364,2026-02-20 18:00:02,Delivery,277.0,,,,WELCOME10,3.8,38.01,2.74,0.0,4.15,41.1,Card
101365,2026-02-14 20:37:31,Dine-In,,12.0,4.0,13.0,,0.0,99.55,7.96,20.5,0.0,128.01,Card
101366,2026-02-28 20:47:26,Delivery,257.0,,,,,0.0,21.37,1.71,0.0,3.61,26.69,Card
101367,2026-02-28 12:27:16,Delivery,,,,,,0.0,61.14,4.89,0.0,4.69,70.72,Apple Pay
101368,2026-02-26 17:27:37,Dine-In,585.0,20.0,4.0,33.0,,0.0,55.96,4.48,8.66,0.0,69.1,Card
101369,2026-02-02 12:01:15,Dine-In,289.0,8.0,2.0,1.0,,0.0,30.16,2.41,6.62,0.0,39.19,Card
101370,2026-02-24 13:15:00,Dine-In,13.0,10.0,2.0,23.0,,0.0,47.18,3.77,7.07,0.0,58.02,Card
101371,2026-02-28 10:54:47,Dine-In,771.0,14.0,2.0,34.0,WELCOME10,3.76,37.56,2.7,6.72,0.0,43.22,Apple Pay
101372,2026-02-02 17:52:44,Takeout,249.0,,,,,0.0,44.76,3.58,0.0,0.0,48.34,Card
101373,2026-02-03 18:42:29,Dine-In,,2.0,2.0,26.0,WEEKEND7,7.0,47.47,3.24,6.18,0.0,49.89,Card
101374,2026-02-10 12:50:43,Dine-In,,4.0,4.0,39.0,WELCOME10,0.84,8.41,0.61,1.41,0.0,9.59,Card
101375,2026-02-08 13:38:44,Dine-In,,29.0,4.0,22.0,,0.0,3.36,0.27,0.57,0.0,4.2,Card
101376,2026-02-14 11:08:44,Delivery,156.0,,,,,0.0,64.15,5.13,0.0,4.51,73.79,Card
101377,2026-02-26 20:34:07,Dine-In,424.0,30.0,2.0,6.0,WEEKEND7,0.0,23.85,1.91,5.15,0.0,30.91,Card
101378,2026-02-22 14:53:36,Takeout,726.0,,,,FAMILY15,5.25,43.71,3.08,5.31,0.0,46.85,Google Pay
101379,2026-02-15 15:40:21,Dine-In,,3.0,4.0,6.0,,0.0,37.08,2.97,5.15,0.0,45.2,Cash
101380,2026-02-27 18:26:18,Dine-In,393.0,30.0,2.0,21.0,VALENTINE,5.73,57.34,4.13,6.71,0.0,62.45,Card
101381,2026-02-01 20:19:30,Dine-In,18.0,15.0,2.0,29.0,,0.0,23.19,1.86,4.13,0.0,29.18,Card
101382,2026-02-10 18:20:20,Dine-In,,19.0,5.0,38.0,WELCOME10,7.25,72.5,5.22,10.06,0.0,80.53,Gift Card
101383,2026-02-26 18:00:45,Takeout,,,,,FAMILY15,4.62,38.47,2.71,2.61,0.0,39.17,Card
101384,2026-02-15 10:02:36,Dine-In,93.0,4.0,4.0,25.0,,0.0,19.92,1.59,4.32,0.0,25.83,Google Pay
101385,2026-02-14 17:26:20,Dine-In,,29.0,4.0,20.0,,0.0,69.89,5.59,8.48,0.0,83.96,Card
101386,2026-02-27 17:24:11,Dine-In,597.0,5.0,4.0,13.0,,0.0,45.36,3.63,8.66,0.0,57.65,Card
101387,2026-02-28 14:27:02,Delivery,170.0,,,,,0.0,43.28,3.46,0.0,3.85,50.59,Card
101388,2026-02-19 09:06:32,Dine-In,775.0,16.0,3.0,14.0,,0.0,71.57,5.73,10.19,0.0,87.49,Apple Pay
101389,2026-02-02 15:26:03,Dine-In,464.0,29.0,3.0,38.0,,0.0,16.08,1.29,3.41,0.0,20.78,Card
101390,2026-02-28 15:51:28,Dine-In,771.0,23.0,6.0,16.0,WELCOME10,6.12,61.19,4.41,9.17,0.0,68.65,Card
101391,2026-02-12 18:54:26,Dine-In,,17.0,2.0,20.0,WEEKEND7,7.0,68.02,4.88,9.29,0.0,75.19,Card
101392,2026-02-19 21:36:03,Takeout,,,,,LUNCH5,5.0,25.86,1.67,0.0,0.0,22.53,Card
101393,2026-02-09 14:47:26,Dine-In,62.0,3.0,4.0,35.0,WEEKEND7,0.0,6.22,0.5,1.28,0.0,8.0,Card
101394,2026-02-13 19:37:32,Delivery,641.0,,,,,0.0,36.39,2.91,0.0,3.89,43.19,Gift Card
101395,2026-02-11 13:44:20,Dine-In,346.0,22.0,4.0,34.0,,0.0,64.19,5.14,11.76,0.0,81.09,Card
101396,2026-02-14 19:07:11,Delivery,,,,,,0.0,43.12,3.45,0.0,5.96,52.53,Card
101397,2026-02-04 18:32:11,Takeout,,,,,WELCOME10,0.35,3.52,0.25,0.4,0.0,3.82,Card
101398,2026-02-27 22:25:11,Dine-In,,17.0,2.0,33.0,LUNCH5,5.0,63.88,4.71,7.37,0.0,70.96,Card
101399,2026-02-12 09:57:58,Dine-In,196.0,10.0,2.0,20.0,SUPERBOWL,10.24,68.29,4.64,8.79,0.0,71.48,Card
101400,2026-02-18 13:13:33,Delivery,,,,,,0.0,6.21,0.5,0.0,4.55,11.26,Card
101401,2026-02-19 14:59:56,Takeout,80.0,,,,WEEKEND7,7.0,35.49,2.28,3.62,0.0,34.39,Card
101402,2026-02-07 20:43:19,Takeout,291.0,,,,WELCOME10,6.2,61.98,4.46,0.0,0.0,60.24,Card
101403,2026-02-07 13:40:09,Dine-In,,24.0,2.0,19.0,LUNCH5,5.0,71.57,5.33,12.96,0.0,84.86,Card
101404,2026-02-22 12:51:24,Delivery,606.0,,,,,0.0,12.57,1.01,0.0,5.48,19.06,Card
101405,2026-02-26 19:35:19,Dine-In,642.0,2.0,3.0,35.0,,0.0,10.14,0.81,1.4,0.0,12.35,Card
101406,2026-02-05 12:25:33,Takeout,761.0,,,,,0.0,24.37,1.95,0.0,0.0,26.32,Card
101407,2026-02-07 18:49:47,Dine-In,97.0,28.0,2.0,22.0,,0.0,40.97,3.28,5.96,0.0,50.21,Cash
101408,2026-02-06 20:28:55,Takeout,772.0,,,,,0.0,59.53,4.76,0.0,0.0,64.29,Card
101409,2026-02-01 21:10:26,Takeout,47.0,,,,,0.0,134.25,10.74,0.0,0.0,144.99,Card
101410,2026-02-22 12:34:18,Dine-In,403.0,15.0,2.0,14.0,,0.0,49.94,4.0,10.14,0.0,64.08,Card
101411,2026-02-01 13:59:01,Dine-In,,4.0,2.0,33.0,FAMILY15,11.35,94.59,6.66,10.07,0.0,99.97,Card
101412,2026-02-08 14:43:56,Dine-In,,18.0,3.0,22.0,LUNCH5,5.0,95.57,7.25,13.25,0.0,111.07,Card
101413,2026-02-16 17:32:13,Dine-In,136.0,10.0,5.0,38.0,,0.0,79.36,6.35,11.82,0.0,97.53,Card
101414,2026-02-01 18:45:06,Dine-In,72.0,26.0,3.0,10.0,LUNCH5,5.0,21.11,1.29,3.46,0.0,20.86,Card
101415,2026-02-18 08:39:48,Delivery,376.0,,,,,0.0,9.72,0.78,0.0,5.94,16.44,Card
101416,2026-02-17 17:12:45,Delivery,261.0,,,,,0.0,24.77,1.98,0.0,5.27,32.02,Google Pay
101417,2026-02-01 22:29:34,Dine-In,399.0,20.0,8.0,22.0,WELCOME10,7.17,71.68,5.16,8.36,0.0,78.03,Card
101418,2026-02-25 09:51:07,Takeout,322.0,,,,,0.0,22.86,1.83,0.0,0.0,24.69,Card
101419,2026-02-21 21:36:37,Dine-In,186.0,21.0,2.0,16.0,,0.0,34.21,2.74,5.23,0.0,42.18,Card
101420,2026-02-06 20:32:35,Delivery,,,,,,0.0,20.99,1.68,0.0,3.18,25.85,Apple Pay
101421,2026-02-01 17:47:43,Delivery,,,,,,0.0,48.2,3.86,0.0,5.24,57.3,Apple Pay
101422,2026-02-08 19:42:54,Dine-In,61.0,20.0,4.0,18.0,LUNCH5,5.0,30.89,2.07,5.68,0.0,33.64,Card
101423,2026-02-13 21:02:28,Takeout,163.0,,,,,0.0,48.09,3.85,0.0,0.0,51.94,Card
101424,2026-02-16 19:46:07,Takeout,611.0,,,,LUNCH5,5.0,48.33,3.47,0.0,0.0,46.8,Google Pay
101425,2026-02-28 12:52:42,Dine-In,,5.0,5.0,21.0,LUNCH5,5.0,21.64,1.33,2.76,0.0,20.73,Card
101426,2026-02-07 14:49:40,Dine-In,,19.0,4.0,17.0,,0.0,10.86,0.87,1.62,0.0,13.35,Card
101427,2026-02-03 19:38:09,Dine-In,160.0,1.0,6.0,37.0,,0.0,102.97,8.24,21.46,0.0,132.67,Card
101428,2026-02-21 13:17:04,Dine-In,327.0,15.0,3.0,27.0,,0.0,69.92,5.59,15.25,0.0,90.76,Card
101429,2026-02-07 18:06:20,Takeout,,,,,,0.0,3.32,0.27,0.0,0.0,3.59,Apple Pay
101430,2026-02-14 11:49:08,Dine-In,,4.0,4.0,25.0,FAMILY15,6.6,55.0,3.87,10.54,0.0,62.81,Card
101431,2026-02-10 19:45:27,Delivery,682.0,,,,,0.0,20.16,1.61,0.0,5.85,27.62,Card
101432,2026-02-06 12:24:49,Delivery,,,,,WELCOME10,3.22,32.16,2.32,0.0,4.99,36.25,Gift Card
101433,2026-02-01 21:10:39,Delivery,409.0,,,,,0.0,35.99,2.88,0.0,5.54,44.41,Card
101434,2026-02-17 18:41:25,Takeout,,,,,,0.0,39.29,3.14,0.0,0.0,42.43,Card
101435,2026-02-22 19:24:23,Dine-In,534.0,13.0,2.0,22.0,,0.0,31.3,2.5,5.78,0.0,39.58,Card
101436,2026-02-18 16:44:10,Dine-In,92.0,18.0,2.0,25.0,LUNCH5,0.0,8.55,0.68,1.24,0.0,10.47,Cash
101437,2026-02-04 18:27:28,Dine-In,3.0,33.0,2.0,34.0,,0.0,56.49,4.52,11.1,0.0,72.11,Apple Pay
101438,2026-02-21 19:58:07,Delivery,,,,,,0.0,27.69,2.22,0.0,5.41,35.32,Card
101439,2026-02-01 20:44:34,Dine-In,290.0,2.0,4.0,2.0,,0.0,24.82,1.99,5.02,0.0,31.83,Card
101440,2026-02-22 18:20:40,Dine-In,,7.0,8.0,7.0,,0.0,36.06,2.88,5.85,0.0,44.79,Card
101441,2026-02-15 12:21:36,Dine-In,163.0,13.0,1.0,18.0,FAMILY15,5.03,41.9,2.95,7.17,0.0,46.99,Card
101442,2026-02-28 13:09:45,Delivery,430.0,,,,,0.0,20.07,1.61,0.0,5.54,27.22,Card
101443,2026-02-27 18:30:06,Dine-In,395.0,23.0,2.0,37.0,VALENTINE,5.57,55.68,4.01,7.83,0.0,61.95,Card
101444,2026-02-15 11:10:47,Dine-In,,21.0,2.0,16.0,,0.0,51.58,4.13,10.98,0.0,66.69,Card
101445,2026-02-06 14:24:23,Dine-In,681.0,13.0,6.0,27.0,,0.0,108.75,8.7,18.16,0.0,135.61,Card
101446,2026-02-21 21:10:57,Delivery,,,,,WELCOME10,6.71,67.11,4.83,0.0,3.85,69.08,Card
101447,2026-02-22 18:22:53,Takeout,,,,,FAMILY15,4.32,36.02,2.54,0.0,0.0,34.24,Apple Pay
101448,2026-02-13 16:47:16,Dine-In,,9.0,4.0,7.0,,0.0,6.52,0.52,0.94,0.0,7.98,Card
101449,2026-02-16 14:50:05,Takeout,729.0,,,,,0.0,52.62,4.21,3.31,0.0,60.14,Apple Pay
101450,2026-02-14 15:11:29,Dine-In,348.0,24.0,1.0,7.0,WELCOME10,7.11,71.07,5.12,11.09,0.0,80.17,Card
101451,2026-02-15 13:59:51,Takeout,,,,,FAMILY15,8.85,73.74,5.19,0.0,0.0,70.08,Google Pay
101452,2026-02-23 19:35:08,Takeout,325.0,,,,WELCOME10,2.69,26.92,1.94,0.0,0.0,26.17,Card
101453,2026-02-20 11:39:48,Takeout,,,,,LUNCH5,5.0,26.67,1.73,2.78,0.0,26.18,Card
101454,2026-02-28 11:00:11,Dine-In,,22.0,1.0,40.0,,0.0,32.49,2.6,6.77,0.0,41.86,Card
101455,2026-02-22 17:13:39,Delivery,584.0,,,,FAMILY15,2.31,19.22,1.35,0.0,3.4,21.66,Card
101456,2026-02-21 11:26:16,Dine-In,611.0,27.0,1.0,12.0,,0.0,83.49,6.68,13.74,0.0,103.91,Card
101457,2026-02-22 22:00:42,Dine-In,,1.0,4.0,23.0,WELCOME10,9.56,95.58,6.88,11.43,0.0,104.33,Card
101458,2026-02-15 20:23:22,Dine-In,160.0,8.0,4.0,5.0,,0.0,26.26,2.1,4.93,0.0,33.29,Card
101459,2026-02-14 12:50:08,Dine-In,494.0,22.0,2.0,14.0,,0.0,38.93,3.11,8.33,0.0,50.37,Gift Card
101460,2026-02-17 16:16:25,Dine-In,510.0,27.0,5.0,18.0,,0.0,16.42,1.31,2.37,0.0,20.1,Gift Card
101461,2026-02-01 12:15:48,Dine-In,,24.0,6.0,21.0,,0.0,51.04,4.08,8.48,0.0,63.6,Card
101462,2026-02-28 14:43:04,Dine-In,625.0,25.0,4.0,39.0,,0.0,29.37,2.35,4.68,0.0,36.4,Card
101463,2026-02-07 20:41:40,Takeout,411.0,,,,,0.0,16.44,1.32,0.0,0.0,17.76,Card
101464,2026-02-01 17:28:55,Takeout,,,,,,0.0,36.54,2.92,0.0,0.0,39.46,Card
101465,2026-02-13 21:30:59,Takeout,610.0,,,,,0.0,27.13,2.17,0.0,0.0,29.3,Card
101466,2026-02-03 12:13:38,Takeout,,,,,,0.0,32.82,2.63,0.0,0.0,35.45,Apple Pay
101467,2026-02-07 11:12:32,Takeout,269.0,,,,WEEKEND7,7.0,59.51,4.2,0.0,0.0,56.71,Card
101468,2026-02-18 13:27:26,Takeout,683.0,,,,,0.0,130.62,10.45,0.0,0.0,141.07,Card
101469,2026-02-10 12:17:54,Dine-In,744.0,32.0,6.0,23.0,VALENTINE,8.0,83.16,6.01,9.94,0.0,91.11,Card
101470,2026-02-10 19:25:34,Dine-In,,26.0,5.0,23.0,,0.0,68.83,5.51,11.33,0.0,85.67,Cash
101471,2026-02-21 21:24:12,Delivery,,,,,,0.0,32.92,2.63,0.0,5.91,41.46,Card
101472,2026-02-14 20:29:09,Dine-In,,28.0,2.0,8.0,,0.0,67.33,5.39,12.34,0.0,85.06,Card
101473,2026-02-04 14:39:30,Delivery,438.0,,,,,0.0,10.97,0.88,0.0,5.92,17.77,Card
101474,2026-02-01 17:24:07,Takeout,770.0,,,,,0.0,21.05,1.68,0.0,0.0,22.73,Card
101475,2026-02-21 19:17:22,Delivery,,,,,WELCOME10,2.77,27.69,1.99,0.0,5.79,32.7,Card
101476,2026-02-13 20:24:16,Dine-In,450.0,31.0,4.0,6.0,SUPERBOWL,4.6,30.67,2.09,3.34,0.0,31.5,Card
101477,2026-02-16 17:39:21,Dine-In,,35.0,2.0,12.0,VALENTINE,6.65,66.51,4.79,8.92,0.0,73.57,Card
101478,2026-02-19 20:36:39,Dine-In,,4.0,4.0,22.0,SUPERBOWL,4.63,30.85,2.1,4.68,0.0,33.0,Card
101479,2026-02-16 22:10:32,Dine-In,1.0,8.0,3.0,36.0,FAMILY15,3.56,29.7,2.09,4.25,0.0,32.48,Card
101480,2026-02-27 15:37:41,Delivery,,,,,,0.0,41.92,3.35,0.0,4.08,49.35,Card
101481,2026-02-21 18:34:10,Delivery,,,,,,0.0,34.99,2.8,0.0,4.54,42.33,Card
101482,2026-02-12 09:39:19,Takeout,,,,,,0.0,44.18,3.53,0.0,0.0,47.71,Card
101483,2026-02-17 20:10:32,Takeout,507.0,,,,,0.0,60.08,4.81,0.0,0.0,64.89,Card
101484,2026-02-07 18:23:23,Dine-In,,30.0,8.0,23.0,,0.0,30.47,2.44,4.84,0.0,37.75,Card
101485,2026-02-14 09:59:11,Dine-In,,34.0,2.0,37.0,VALENTINE,8.0,97.63,7.17,12.59,0.0,109.39,Apple Pay
101486,2026-02-22 19:43:10,Dine-In,683.0,26.0,2.0,26.0,,0.0,51.36,4.11,9.99,0.0,65.46,Card
101487,2026-02-26 16:42:08,Dine-In,184.0,1.0,2.0,35.0,,0.0,40.05,3.2,6.91,0.0,50.16,Card
101488,2026-02-27 09:18:05,Dine-In,,30.0,7.0,20.0,,0.0,48.57,3.89,5.91,0.0,58.37,Card
101489,2026-02-20 13:23:02,Dine-In,309.0,20.0,1.0,36.0,WELCOME10,7.12,71.2,5.13,13.15,0.0,82.36,Card
101490,2026-02-15 10:43:14,Takeout,576.0,,,,,0.0,41.39,3.31,5.09,0.0,49.79,Card
101491,2026-02-02 19:24:11,Dine-In,254.0,27.0,4.0,3.0,,0.0,72.39,5.79,13.66,0.0,91.84,Card
101492,2026-02-21 10:37:32,Delivery,510.0,,,,,0.0,51.06,4.08,0.0,3.53,58.67,Card
101493,2026-02-01 14:20:16,Delivery,158.0,,,,,0.0,26.47,2.12,0.0,4.17,32.76,Card
101494,2026-02-06 19:49:56,Takeout,,,,,WELCOME10,5.64,56.4,4.06,0.0,0.0,54.82,Card
101495,2026-02-13 20:45:52,Dine-In,428.0,17.0,2.0,17.0,,0.0,36.29,2.9,6.53,0.0,45.72,Cash
