order_item_id,order_id,menu_item_id,item_name,category,quantity,unit_price,line_total
4083,101309,19,Fish Tacos,Entree,1,28.03,28.03
4084,101309,25,Short Rib Sandwich,Entree,1,32.72,32.72
4085,101309,16,BBQ Chicken Pizza,Entree,1,23.45,23.45
4086,101310,58,Brownie Skillet (Extra Sauce),Dessert,1,7.89,7.89
4087,101311,23,Veggie Stir Fry,Entree,1,19.27,19.27
4088,101311,19,Fish Tacos,Entree,1,29.18,29.18
4089,101311,16,BBQ Chicken Pizza,Entree,1,24.49,24.49
4090,101311,15,Margherita Pizza,Entree,1,26.1,26.1
4091,101312,56,Tiramisu (Small),Dessert,2,10.65,21.3
4092,101312,20,Chicken Alfredo,Entree,1,13.05,13.05
4093,101312,26,Shrimp Scampi,Entree,2,20.34,40.68
4094,101312,4,Buffalo Wings,Appetizer,1,7.59,7.59
4095,101312,55,Mashed Potatoes,Side,1,7.1,7.1
4096,101313,20,Chicken Alfredo,Entree,1,13.06,13.06
4097,101313,26,Shrimp Scampi,Entree,1,19.98,19.98
4098,101313,2,Crispy Calamari,Appetizer,1,6.41,6.41
4099,101314,16,BBQ Chicken Pizza,Entree,1,24.07,24.07
4100,101314,59,Craft Coffee (Spicy),Beverage,1,10.04,10.04
4101,101314,41,Red Wine Glass,Beverage,1,8.71,8.71
4102,101315,56,Tiramisu (Small),Dessert,1,10.17,10.17
4103,101315,17,Cheeseburger,Entree,2,17.04,34.08
4104,101315,40,IPA Pint,Beverage,1,7.99,7.99
4105,101315,14,Caprese Salad,Salad,1,9.29,9.29
4106,101316,4,Buffalo Wings,Appetizer,1,7.5,7.5
4107,101316,36,Iced Tea,Beverage,1,7.56,7.56
4108,101316,26,Shrimp Scampi,Entree,1,19.18,19.18
4109,101317,38,Craft Coffee,Beverage,1,7.97,7.97
4110,101317,58,Brownie Skillet (Extra Sauce),Dessert,1,8.13,8.13
4111,101317,20,Chicken Alfredo,Entree,1,13.7,13.7
4112,101317,23,Veggie Stir Fry,Entree,1,19.71,19.71
4113,101317,11,Greek Salad,Salad,1,9.96,9.96
4114,101318,38,Craft Coffee,Beverage,1,8.07,8.07
4115,101318,17,Cheeseburger,Entree,1,17.9,17.9
4116,101318,57,Bruschetta (Vegan),Appetizer,1,13.34,13.34
4117,101318,43,Sparkling Water,Beverage,1,5.03,5.03
4118,101319,31,Apple Pie,Dessert,1,10.73,10.73
4119,101319,44,Milkshake,Beverage,1,5.38,5.38
4120,101320,19,Fish Tacos,Entree,1,28.6,28.6
4121,101320,15,Margherita Pizza,Entree,1,24.92,24.92
4122,101320,41,Red Wine Glass,Beverage,1,8.53,8.53
4123,101320,38,Craft Coffee,Beverage,1,8.32,8.32
4124,101321,59,Craft Coffee (Spicy),Beverage,1,9.88,9.88
4125,101321,58,Brownie Skillet (Extra Sauce),Dessert,1,8.17,8.17
4126,101321,35,House Soda,Beverage,1,6.25,6.25
4127,101321,15,Margherita Pizza,Entree,1,26.0,26.0
4128,101322,17,Cheeseburger,Entree,1,16.93,16.93
4129,101322,7,Mozzarella Sticks,Appetizer,1,12.12,12.12
4130,101322,18,Mushroom Swiss Burger,Entree,1,25.13,25.13
4131,101322,2,Crispy Calamari,Appetizer,1,6.45,6.45
4132,101323,41,Red Wine Glass,Beverage,2,8.82,17.64
4133,101323,15,Margherita Pizza,Entree,1,25.49,25.49
4134,101324,26,Shrimp Scampi,Entree,1,19.18,19.18
4135,101325,36,Iced Tea,Beverage,1,7.28,7.28
4136,101325,23,Veggie Stir Fry,Entree,1,19.08,19.08
4137,101326,28,Beef Ramen,Entree,1,15.0,15.0
4138,101326,18,Mushroom Swiss Burger,Entree,1,23.91,23.91
4139,101326,17,Cheeseburger,Entree,2,17.41,34.82
4140,101326,44,Milkshake,Beverage,1,5.45,5.45
4141,101326,54,Side Salad,Side,1,8.99,8.99
4142,101327,60,Espresso (Vegan),Beverage,2,3.69,7.38
4143,101327,39,Espresso,Beverage,1,9.83,9.83
4144,101328,44,Milkshake,Beverage,1,5.27,5.27
4145,101328,17,Cheeseburger,Entree,2,17.89,35.78
4146,101328,18,Mushroom Swiss Burger,Entree,1,25.21,25.21
4147,101328,6,Spinach Artichoke Dip,Appetizer,1,10.59,10.59
4148,101329,41,Red Wine Glass,Beverage,1,8.77,8.77
4149,101330,20,Chicken Alfredo,Entree,1,13.32,13.32
4150,101331,57,Bruschetta (Vegan),Appetizer,1,13.14,13.14
4151,101331,21,Ribeye Steak,Entree,2,29.29,58.58
4152,101331,36,Iced Tea,Beverage,1,7.3,7.3
4153,101331,2,Crispy Calamari,Appetizer,2,6.2,12.4
4154,101332,27,Falafel Plate,Entree,1,14.87,14.87
4155,101332,40,IPA Pint,Beverage,1,7.82,7.82
4156,101332,31,Apple Pie,Dessert,1,11.25,11.25
4157,101333,11,Greek Salad,Salad,2,9.94,19.88
4158,101333,16,BBQ Chicken Pizza,Entree,1,24.27,24.27
4159,101333,2,Crispy Calamari,Appetizer,1,6.29,6.29
4160,101333,44,Milkshake,Beverage,2,5.24,10.48
4161,101333,29,Chocolate Cake,Dessert,1,11.34,11.34
4162,101333,17,Cheeseburger,Entree,2,16.89,33.78
4163,101334,39,Espresso,Beverage,1,10.05,10.05
4164,101334,26,Shrimp Scampi,Entree,1,19.56,19.56
4165,101334,38,Craft Coffee,Beverage,1,7.9,7.9
4166,101334,19,Fish Tacos,Entree,1,29.12,29.12
4167,101335,28,Beef Ramen,Entree,1,14.89,14.89
4168,101335,33,Tiramisu,Dessert,1,9.21,9.21
4169,101335,55,Mashed Potatoes,Side,1,6.94,6.94
4170,101335,7,Mozzarella Sticks,Appetizer,1,12.03,12.03
4171,101335,41,Red Wine Glass,Beverage,1,8.76,8.76
4172,101335,43,Sparkling Water,Beverage,2,4.92,9.84
4173,101336,20,Chicken Alfredo,Entree,2,13.29,26.58
4174,101336,27,Falafel Plate,Entree,1,14.71,14.71
4175,101336,15,Margherita Pizza,Entree,1,26.1,26.1
4176,101336,26,Shrimp Scampi,Entree,1,19.69,19.69
4177,101336,11,Greek Salad,Salad,1,9.99,9.99
4178,101336,44,Milkshake,Beverage,1,5.57,5.57
4179,101336,40,IPA Pint,Beverage,1,7.8,7.8
4180,101337,24,Chicken Parmesan,Entree,1,15.93,15.93
4181,101337,39,Espresso,Beverage,1,10.16,10.16
4182,101337,42,White Wine Glass,Beverage,1,3.36,3.36
4183,101338,42,White Wine Glass,Beverage,1,3.5,3.5
4184,101338,15,Margherita Pizza,Entree,1,26.43,26.43
4185,101338,18,Mushroom Swiss Burger,Entree,1,25.31,25.31
4186,101339,18,Mushroom Swiss Burger,Entree,1,25.07,25.07
4187,101339,38,Craft Coffee,Beverage,1,8.08,8.08
4188,101339,21,Ribeye Steak,Entree,1,28.58,28.58
4189,101340,16,BBQ Chicken Pizza,Entree,1,23.93,23.93
4190,101340,45,Kids Mac & Cheese,Kids,1,6.35,6.35
4191,101340,57,Bruschetta (Vegan),Appetizer,1,13.41,13.41
4192,101340,6,Spinach Artichoke Dip,Appetizer,1,11.0,11.0
4193,101340,8,Deviled Eggs,Appetizer,1,6.72,6.72
4194,101341,37,Lemonade,Beverage,1,9.7,9.7
4195,101341,19,Fish Tacos,Entree,1,29.09,29.09
4196,101341,34,Brownie Skillet,Dessert,1,12.28,12.28
4197,101341,46,Kids Chicken Tenders,Kids,1,7.2,7.2
4198,101341,60,Espresso (Vegan),Beverage,1,3.67,3.67
4199,101341,15,Margherita Pizza,Entree,1,24.95,24.95
4200,101342,59,Craft Coffee (Spicy),Beverage,1,9.75,9.75
4201,101343,38,Craft Coffee,Beverage,1,8.21,8.21
4202,101343,60,Espresso (Vegan),Beverage,1,3.7,3.7
4203,101344,55,Mashed Potatoes,Side,2,6.92,13.84
4204,101344,35,House Soda,Beverage,1,6.09,6.09
4205,101344,47,Kids Cheese Pizza,Kids,1,6.77,6.77
4206,101344,13,Kale Crunch Salad,Salad,1,8.18,8.18
4207,101344,44,Milkshake,Beverage,2,5.24,10.48
4208,101345,26,Shrimp Scampi,Entree,1,19.12,19.12
4209,101345,31,Apple Pie,Dessert,1,11.19,11.19
4210,101345,42,White Wine Glass,Beverage,3,3.45,10.35
4211,101345,29,Chocolate Cake,Dessert,1,11.09,11.09
4212,101345,59,Craft Coffee (Spicy),Beverage,1,9.63,9.63
4213,101346,43,Sparkling Water,Beverage,1,4.8,4.8
4214,101346,11,Greek Salad,Salad,1,9.67,9.67
4215,101347,60,Espresso (Vegan),Beverage,1,3.65,3.65
4216,101347,37,Lemonade,Beverage,1,9.78,9.78
4217,101348,44,Milkshake,Beverage,2,5.23,10.46
4218,101348,16,BBQ Chicken Pizza,Entree,1,23.84,23.84
4219,101348,25,Short Rib Sandwich,Entree,1,31.89,31.89
4220,101349,30,Cheesecake,Dessert,1,9.71,9.71
4221,101349,24,Chicken Parmesan,Entree,1,16.03,16.03
4222,101349,36,Iced Tea,Beverage,1,7.62,7.62
4223,101350,43,Sparkling Water,Beverage,2,4.84,9.68
4224,101350,19,Fish Tacos,Entree,1,28.4,28.4
4225,101350,7,Mozzarella Sticks,Appetizer,1,12.44,12.44
4226,101351,25,Short Rib Sandwich,Entree,1,32.58,32.58
4227,101352,40,IPA Pint,Beverage,2,7.69,15.38
4228,101352,21,Ribeye Steak,Entree,1,29.32,29.32
4229,101352,15,Margherita Pizza,Entree,1,26.34,26.34
4230,101353,15,Margherita Pizza,Entree,1,25.84,25.84
4231,101353,42,White Wine Glass,Beverage,1,3.32,3.32
4232,101353,23,Veggie Stir Fry,Entree,1,19.15,19.15
4233,101354,20,Chicken Alfredo,Entree,1,13.66,13.66
4234,101354,49,French Fries,Side,1,6.85,6.85
4235,101354,17,Cheeseburger,Entree,1,17.14,17.14
4236,101354,39,Espresso,Beverage,1,9.8,9.8
4237,101355,28,Beef Ramen,Entree,1,15.23,15.23
4238,101355,16,BBQ Chicken Pizza,Entree,1,24.01,24.01
4239,101355,13,Kale Crunch Salad,Salad,1,8.05,8.05
4240,101355,15,Margherita Pizza,Entree,1,25.02,25.02
4241,101356,5,Bruschetta,Appetizer,1,11.45,11.45
4242,101356,42,White Wine Glass,Beverage,1,3.51,3.51
4243,101356,19,Fish Tacos,Entree,1,27.92,27.92
4244,101357,5,Bruschetta,Appetizer,1,11.3,11.3
4245,101357,33,Tiramisu,Dessert,1,9.19,9.19
4246,101357,57,Bruschetta (Vegan),Appetizer,1,13.05,13.05
4247,101357,26,Shrimp Scampi,Entree,1,20.05,20.05
4248,101358,4,Buffalo Wings,Appetizer,1,7.52,7.52
4249,101358,23,Veggie Stir Fry,Entree,1,20.19,20.19
4250,101359,40,IPA Pint,Beverage,1,7.89,7.89
4251,101359,2,Crispy Calamari,Appetizer,3,6.06,18.18
4252,101360,31,Apple Pie,Dessert,1,10.88,10.88
4253,101360,18,Mushroom Swiss Burger,Entree,2,24.85,49.7
4254,101360,60,Espresso (Vegan),Beverage,1,3.5,3.5
4255,101360,37,Lemonade,Beverage,2,9.95,19.9
4256,101360,25,Short Rib Sandwich,Entree,1,32.26,32.26
4257,101360,46,Kids Chicken Tenders,Kids,1,7.2,7.2
4258,101360,49,French Fries,Side,1,6.97,6.97
4259,101361,49,French Fries,Side,1,6.86,6.86
4260,101361,39,Espresso,Beverage,1,10.19,10.19
4261,101361,59,Craft Coffee (Spicy),Beverage,1,9.8,9.8
4262,101362,22,Salmon Bowl,Entree,1,26.02,26.02
4263,101363,35,House Soda,Beverage,1,6.12,6.12
4264,101363,21,Ribeye Steak,Entree,2,29.25,58.5
4265,101363,3,Loaded Nachos,Appetizer,1,8.3,8.3
4266,101363,50,Sweet Potato Fries,Side,1,5.41,5.41
4267,101363,20,Chicken Alfredo,Entree,1,13.54,13.54
4268,101364,24,Chicken Parmesan,Entree,1,16.18,16.18
4269,101364,38,Craft Coffee,Beverage,1,8.13,8.13
4270,101364,8,Deviled Eggs,Appetizer,2,6.85,13.7
4271,101365,41,Red Wine Glass,Beverage,3,8.68,26.04
4272,101365,27,Falafel Plate,Entree,1,14.95,14.95
4273,101365,51,Seasonal Veggies,Side,1,5.37,5.37
4274,101365,21,Ribeye Steak,Entree,1,28.47,28.47
4275,101365,7,Mozzarella Sticks,Appetizer,2,12.36,24.72
4276,101366,1,Garlic Knots,Appetizer,1,10.57,10.57
4277,101366,32,Ice Cream Sundae,Dessert,1,10.8,10.8
4278,101367,22,Salmon Bowl,Entree,2,27.48,54.96
4279,101367,35,House Soda,Beverage,1,6.18,6.18
4280,101368,60,Espresso (Vegan),Beverage,1,3.63,3.63
4281,101368,40,IPA Pint,Beverage,1,7.67,7.67
4282,101368,6,Spinach Artichoke Dip,Appetizer,1,11.18,11.18
4283,101368,24,Chicken Parmesan,Entree,2,16.74,33.48
4284,101369,23,Veggie Stir Fry,Entree,1,20.2,20.2
4285,101369,59,Craft Coffee (Spicy),Beverage,1,9.96,9.96
4286,101370,16,BBQ Chicken Pizza,Entree,1,24.14,24.14
4287,101370,40,IPA Pint,Beverage,1,7.75,7.75
4288,101370,27,Falafel Plate,Entree,1,15.29,15.29
4289,101371,25,Short Rib Sandwich,Entree,1,32.3,32.3
4290,101371,44,Milkshake,Beverage,1,5.26,5.26
4291,101372,28,Beef Ramen,Entree,1,15.55,15.55
4292,101372,38,Craft Coffee,Beverage,1,8.16,8.16
4293,101372,24,Chicken Parmesan,Entree,1,16.26,16.26
4294,101372,43,Sparkling Water,Beverage,1,4.79,4.79
4295,101373,23,Veggie Stir Fry,Entree,2,19.96,39.92
4296,101373,40,IPA Pint,Beverage,1,7.55,7.55
4297,101374,60,Espresso (Vegan),Beverage,1,3.62,3.62
4298,101374,43,Sparkling Water,Beverage,1,4.79,4.79
4299,101375,42,White Wine Glass,Beverage,1,3.36,3.36
4300,101376,44,Milkshake,Beverage,1,5.35,5.35
4301,101376,19,Fish Tacos,Entree,2,29.4,58.8
4302,101377,40,IPA Pint,Beverage,1,7.65,7.65
4303,101377,24,Chicken Parmesan,Entree,1,16.2,16.2
4304,101378,37,Lemonade,Beverage,1,9.62,9.62
4305,101378,2,Crispy Calamari,Appetizer,1,6.43,6.43
4306,101378,44,Milkshake,Beverage,1,5.38,5.38
4307,101378,10,House Greens,Salad,1,8.52,8.52
4308,101378,20,Chicken Alfredo,Entree,1,13.76,13.76
4309,101379,35,House Soda,Beverage,1,6.24,6.24
4310,101379,40,IPA Pint,Beverage,2,7.66,15.32
4311,101379,28,Beef Ramen,Entree,1,15.52,15.52
4312,101380,24,Chicken Parmesan,Entree,1,16.59,16.59
4313,101380,39,Espresso,Beverage,1,9.85,9.85
4314,101380,27,Falafel Plate,Entree,1,15.12,15.12
4315,101380,3,Loaded Nachos,Appetizer,2,7.89,15.78
4316,101381,41,Red Wine Glass,Beverage,1,8.72,8.72
4317,101381,27,Falafel Plate,Entree,1,14.47,14.47
4318,101382,26,Shrimp Scampi,Entree,1,19.35,19.35
4319,101382,20,Chicken Alfredo,Entree,1,13.41,13.41
4320,101382,23,Veggie Stir Fry,Entree,2,19.87,39.74
4321,101383,27,Falafel Plate,Entree,1,15.46,15.46
4322,101383,28,Beef Ramen,Entree,1,15.38,15.38
4323,101383,4,Buffalo Wings,Appetizer,1,7.63,7.63
4324,101384,20,Chicken Alfredo,Entree,1,12.88,12.88
4325,101384,42,White Wine Glass,Beverage,2,3.52,7.04
4326,101385,19,Fish Tacos,Entree,1,28.44,28.44
4327,101385,43,Sparkling Water,Beverage,1,4.92,4.92
4328,101385,41,Red Wine Glass,Beverage,1,8.77,8.77
4329,101385,17,Cheeseburger,Entree,1,17.48,17.48
4330,101385,32,Ice Cream Sundae,Dessert,1,10.28,10.28
4331,101386,35,House Soda,Beverage,1,6.26,6.26
4332,101386,44,Milkshake,Beverage,1,5.23,5.23
4333,101386,1,Garlic Knots,Appetizer,1,10.77,10.77
4334,101386,20,Chicken Alfredo,Entree,1,13.56,13.56
4335,101386,37,Lemonade,Beverage,1,9.54,9.54
4336,101387,28,Beef Ramen,Entree,1,14.76,14.76
4337,101387,57,Bruschetta (Vegan),Appetizer,1,13.23,13.23
4338,101387,51,Seasonal Veggies,Side,1,5.47,5.47
4339,101387,43,Sparkling Water,Beverage,2,4.91,9.82
4340,101388,45,Kids Mac & Cheese,Kids,1,6.33,6.33
4341,101388,42,White Wine Glass,Beverage,1,3.52,3.52
4342,101388,39,Espresso,Beverage,1,10.08,10.08
4343,101388,15,Margherita Pizza,Entree,2,25.82,51.64
4344,101389,39,Espresso,Beverage,1,9.79,9.79
4345,101389,45,Kids Mac & Cheese,Kids,1,6.29,6.29
4346,101390,1,Garlic Knots,Appetizer,1,10.71,10.71
4347,101390,24,Chicken Parmesan,Entree,1,16.37,16.37
4348,101390,23,Veggie Stir Fry,Entree,1,19.31,19.31
4349,101390,27,Falafel Plate,Entree,1,14.8,14.8
4350,101391,25,Short Rib Sandwich,Entree,1,32.34,32.34
4351,101391,41,Red Wine Glass,Beverage,1,8.97,8.97
4352,101391,22,Salmon Bowl,Entree,1,26.71,26.71
4353,101392,7,Mozzarella Sticks,Appetizer,1,12.38,12.38
4354,101392,57,Bruschetta (Vegan),Appetizer,1,13.48,13.48
4355,101393,35,House Soda,Beverage,1,6.22,6.22
4356,101394,40,IPA Pint,Beverage,1,7.58,7.58
4357,101394,21,Ribeye Steak,Entree,1,28.81,28.81
4358,101395,36,Iced Tea,Beverage,2,7.62,15.24
4359,101395,23,Veggie Stir Fry,Entree,1,20.09,20.09
4360,101395,28,Beef Ramen,Entree,1,14.95,14.95
4361,101395,1,Garlic Knots,Appetizer,1,10.39,10.39
4362,101395,42,White Wine Glass,Beverage,1,3.52,3.52
4363,101396,2,Crispy Calamari,Appetizer,1,6.38,6.38
4364,101396,38,Craft Coffee,Beverage,1,8.18,8.18
4365,101396,21,Ribeye Steak,Entree,1,28.56,28.56
4366,101397,42,White Wine Glass,Beverage,1,3.52,3.52
4367,101398,21,Ribeye Steak,Entree,1,29.5,29.5
4368,101398,19,Fish Tacos,Entree,1,29.63,29.63
4369,101398,43,Sparkling Water,Beverage,1,4.75,4.75
4370,101399,1,Garlic Knots,Appetizer,1,10.38,10.38
4371,101399,60,Espresso (Vegan),Beverage,1,3.64,3.64
4372,101399,33,Tiramisu,Dessert,1,9.27,9.27
4373,101399,41,Red Wine Glass,Beverage,1,8.78,8.78
4374,101399,59,Craft Coffee (Spicy),Beverage,1,9.49,9.49
4375,101399,22,Salmon Bowl,Entree,1,26.73,26.73
4376,101400,2,Crispy Calamari,Appetizer,1,6.21,6.21
4377,101401,18,Mushroom Swiss Burger,Entree,1,24.51,24.51
4378,101401,44,Milkshake,Beverage,2,5.49,10.98
4379,101402,37,Lemonade,Beverage,1,10.03,10.03
4380,101402,19,Fish Tacos,Entree,1,29.16,29.16
4381,101402,6,Spinach Artichoke Dip,Appetizer,1,10.7,10.7
4382,101402,7,Mozzarella Sticks,Appetizer,1,12.09,12.09
4383,101403,28,Beef Ramen,Entree,1,14.55,14.55
4384,101403,21,Ribeye Steak,Entree,1,28.36,28.36
4385,101403,35,House Soda,Beverage,1,6.09,6.09
4386,101403,57,Bruschetta (Vegan),Appetizer,1,12.7,12.7
4387,101403,59,Craft Coffee (Spicy),Beverage,1,9.87,9.87
4388,101404,7,Mozzarella Sticks,Appetizer,1,12.57,12.57
4389,101405,60,Espresso (Vegan),Beverage,1,3.68,3.68
4390,101405,45,Kids Mac & Cheese,Kids,1,6.46,6.46
4391,101406,43,Sparkling Water,Beverage,1,4.73,4.73
4392,101406,26,Shrimp Scampi,Entree,1,19.64,19.64
4393,101407,17,Cheeseburger,Entree,1,17.15,17.15
4394,101407,16,BBQ Chicken Pizza,Entree,1,23.82,23.82
4395,101408,15,Margherita Pizza,Entree,1,24.93,24.93
4396,101408,1,Garlic Knots,Appetizer,1,10.7,10.7
4397,101408,41,Red Wine Glass,Beverage,1,9.07,9.07
4398,101408,27,Falafel Plate,Entree,1,14.83,14.83
4399,101409,41,Red Wine Glass,Beverage,1,8.96,8.96
4400,101409,26,Shrimp Scampi,Entree,2,19.95,39.9
4401,101409,17,Cheeseburger,Entree,1,17.05,17.05
4402,101409,39,Espresso,Beverage,1,9.72,9.72
4403,101409,19,Fish Tacos,Entree,2,29.31,58.62
4404,101410,35,House Soda,Beverage,1,6.08,6.08
4405,101410,14,Caprese Salad,Salad,2,9.37,18.74
4406,101410,40,IPA Pint,Beverage,1,7.52,7.52
4407,101410,41,Red Wine Glass,Beverage,2,8.8,17.6
4408,101411,37,Lemonade,Beverage,1,9.83,9.83
4409,101411,21,Ribeye Steak,Entree,1,28.2,28.2
4410,101411,2,Crispy Calamari,Appetizer,2,6.1,12.2
4411,101411,20,Chicken Alfredo,Entree,2,12.92,25.84
4412,101411,30,Cheesecake,Dessert,1,9.51,9.51
4413,101411,54,Side Salad,Side,1,9.01,9.01
4414,101412,27,Falafel Plate,Entree,1,14.87,14.87
4415,101412,16,BBQ Chicken Pizza,Entree,1,24.08,24.08
4416,101412,20,Chicken Alfredo,Entree,2,13.56,27.12
4417,101412,19,Fish Tacos,Entree,1,29.5,29.5
4418,101413,1,Garlic Knots,Appetizer,1,10.62,10.62
4419,101413,17,Cheeseburger,Entree,1,17.38,17.38
4420,101413,18,Mushroom Swiss Burger,Entree,1,23.94,23.94
4421,101413,22,Salmon Bowl,Entree,1,27.42,27.42
4422,101414,37,Lemonade,Beverage,1,10.05,10.05
4423,101414,5,Bruschetta,Appetizer,1,11.06,11.06
4424,101415,39,Espresso,Beverage,1,9.72,9.72
4425,101416,35,House Soda,Beverage,1,6.19,6.19
4426,101416,43,Sparkling Water,Beverage,1,4.94,4.94
4427,101416,20,Chicken Alfredo,Entree,1,13.64,13.64
4428,101417,58,Brownie Skillet (Extra Sauce),Dessert,2,8.05,16.1
4429,101417,17,Cheeseburger,Entree,1,17.94,17.94
4430,101417,23,Veggie Stir Fry,Entree,1,19.62,19.62
4431,101417,41,Red Wine Glass,Beverage,2,9.01,18.02
4432,101418,36,Iced Tea,Beverage,1,7.74,7.74
4433,101418,49,French Fries,Side,1,6.91,6.91
4434,101418,3,Loaded Nachos,Appetizer,1,8.21,8.21
4435,101419,5,Bruschetta,Appetizer,1,11.26,11.26
4436,101419,3,Loaded Nachos,Appetizer,1,8.29,8.29
4437,101419,28,Beef Ramen,Entree,1,14.66,14.66
4438,101420,8,Deviled Eggs,Appetizer,1,6.9,6.9
4439,101420,44,Milkshake,Beverage,1,5.27,5.27
4440,101420,41,Red Wine Glass,Beverage,1,8.82,8.82
4441,101421,16,BBQ Chicken Pizza,Entree,1,23.49,23.49
4442,101421,39,Espresso,Beverage,1,9.97,9.97
4443,101421,5,Bruschetta,Appetizer,1,11.32,11.32
4444,101421,42,White Wine Glass,Beverage,1,3.42,3.42
4445,101422,25,Short Rib Sandwich,Entree,1,30.89,30.89
4446,101423,28,Beef Ramen,Entree,1,14.86,14.86
4447,101423,15,Margherita Pizza,Entree,1,25.65,25.65
4448,101423,40,IPA Pint,Beverage,1,7.58,7.58
4449,101424,16,BBQ Chicken Pizza,Entree,1,24.42,24.42
4450,101424,24,Chicken Parmesan,Entree,1,16.2,16.2
4451,101424,36,Iced Tea,Beverage,1,7.71,7.71
4452,101425,34,Brownie Skillet,Dessert,1,11.65,11.65
4453,101425,39,Espresso,Beverage,1,9.99,9.99
4454,101426,56,Tiramisu (Small),Dessert,1,10.86,10.86
4455,101427,40,IPA Pint,Beverage,1,7.58,7.58
4456,101427,26,Shrimp Scampi,Entree,1,19.76,19.76
4457,101427,25,Short Rib Sandwich,Entree,1,30.79,30.79
4458,101427,17,Cheeseburger,Entree,1,17.94,17.94
4459,101427,59,Craft Coffee (Spicy),Beverage,1,9.65,9.65
4460,101427,1,Garlic Knots,Appetizer,1,10.56,10.56
4461,101427,45,Kids Mac & Cheese,Kids,1,6.69,6.69
4462,101428,26,Shrimp Scampi,Entree,2,20.11,40.22
4463,101428,21,Ribeye Steak,Entree,1,29.7,29.7
4464,101429,42,White Wine Glass,Beverage,1,3.32,3.32
4465,101430,24,Chicken Parmesan,Entree,1,15.81,15.81
4466,101430,21,Ribeye Steak,Entree,1,29.67,29.67
4467,101430,37,Lemonade,Beverage,1,9.52,9.52
4468,101431,30,Cheesecake,Dessert,2,10.08,20.16
4469,101432,54,Side Salad,Side,1,8.64,8.64
4470,101432,31,Apple Pie,Dessert,1,10.65,10.65
4471,101432,20,Chicken Alfredo,Entree,1,12.87,12.87
4472,101433,49,French Fries,Side,1,6.84,6.84
4473,101433,19,Fish Tacos,Entree,1,29.15,29.15
4474,101434,25,Short Rib Sandwich,Entree,1,31.32,31.32
4475,101434,3,Loaded Nachos,Appetizer,1,7.97,7.97
4476,101435,43,Sparkling Water,Beverage,1,5.02,5.02
4477,101435,15,Margherita Pizza,Entree,1,26.28,26.28
4478,101436,13,Kale Crunch Salad,Salad,1,8.55,8.55
4479,101437,15,Margherita Pizza,Entree,1,26.01,26.01
4480,101437,40,IPA Pint,Beverage,1,7.6,7.6
4481,101437,5,Bruschetta,Appetizer,1,11.54,11.54
4482,101437,31,Apple Pie,Dessert,1,11.34,11.34
4483,101438,27,Falafel Plate,Entree,1,15.0,15.0
4484,101438,57,Bruschetta (Vegan),Appetizer,1,12.69,12.69
4485,101439,3,Loaded Nachos,Appetizer,1,8.3,8.3
4486,101439,43,Sparkling Water,Beverage,2,4.8,9.6
4487,101439,8,Deviled Eggs,Appetizer,1,6.92,6.92
4488,101440,24,Chicken Parmesan,Entree,1,16.7,16.7
4489,101440,20,Chicken Alfredo,Entree,1,13.12,13.12
4490,101440,2,Crispy Calamari,Appetizer,1,6.24,6.24
4491,101441,43,Sparkling Water,Beverage,1,5.01,5.01
4492,101441,41,Red Wine Glass,Beverage,1,8.56,8.56
4493,101441,18,Mushroom Swiss Burger,Entree,1,24.13,24.13
4494,101441,52,Side Rice,Side,1,4.2,4.2
4495,101442,27,Falafel Plate,Entree,1,14.49,14.49
4496,101442,44,Milkshake,Beverage,1,5.58,5.58
4497,101443,16,BBQ Chicken Pizza,Entree,1,24.38,24.38
4498,101443,49,French Fries,Side,1,6.87,6.87
4499,101443,41,Red Wine Glass,Beverage,1,9.01,9.01
4500,101443,44,Milkshake,Beverage,1,5.46,5.46
4501,101443,2,Crispy Calamari,Appetizer,1,6.3,6.3
4502,101443,60,Espresso (Vegan),Beverage,1,3.66,3.66
4503,101444,59,Craft Coffee (Spicy),Beverage,1,9.83,9.83
4504,101444,28,Beef Ramen,Entree,1,15.04,15.04
4505,101444,22,Salmon Bowl,Entree,1,26.71,26.71
4506,101445,59,Craft Coffee (Spicy),Beverage,1,9.52,9.52
4507,101445,25,Short Rib Sandwich,Entree,1,32.18,32.18
4508,101445,15,Margherita Pizza,Entree,1,26.09,26.09
4509,101445,18,Mushroom Swiss Burger,Entree,1,25.41,25.41
4510,101445,28,Beef Ramen,Entree,1,15.55,15.55
4511,101446,11,Greek Salad,Salad,1,9.58,9.58
4512,101446,28,Beef Ramen,Entree,1,15.49,15.49
4513,101446,6,Spinach Artichoke Dip,Appetizer,1,10.63,10.63
4514,101446,25,Short Rib Sandwich,Entree,1,31.41,31.41
4515,101447,3,Loaded Nachos,Appetizer,1,8.24,8.24
4516,101447,17,Cheeseburger,Entree,1,17.75,17.75
4517,101447,59,Craft Coffee (Spicy),Beverage,1,10.03,10.03
4518,101448,45,Kids Mac & Cheese,Kids,1,6.52,6.52
4519,101449,36,Iced Tea,Beverage,1,7.34,7.34
4520,101449,21,Ribeye Steak,Entree,1,28.16,28.16
4521,101449,17,Cheeseburger,Entree,1,17.12,17.12
4522,101450,28,Beef Ramen,Entree,1,15.28,15.28
4523,101450,46,Kids Chicken Tenders,Kids,1,7.11,7.11
4524,101450,16,BBQ Chicken Pizza,Entree,1,23.26,23.26
